OrderiD,Item_Id,CustomerCode,CountryName,customer_country,QtyRequired,TotalArea,Amount,ITEM_NAME,QualityName,DesignName,ColorName,ShapeName
1,5,H-1,USA,H-1USA,6,128.25,769.5,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,REC
1,26,H-1,USA,H-1USA,6,117,702,HAND TUFTED,TUFTED 60C,DUDLEY [9012],BEIGE,REC
1,17,H-1,USA,H-1USA,7,88,616,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BEIGE/SAGE,REC
1,496,H-1,USA,H-1USA,7,88,616,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],CHARCOAL,REC
1,30,H-1,USA,H-1USA,5,117,585,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC
1,34,H-1,USA,H-1USA,6,71.25,427.5,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BROWN,REC
1,19,H-1,USA,H-1USA,35,11.25,393.75,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC
1,4,H-1,USA,H-1USA,5,71.25,356.25,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC
1,29,H-1,USA,H-1USA,4,88,352,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC
1,28,H-1,USA,H-1USA,7,40,280,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC
1,52,H-1,USA,H-1USA,6,40,240,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC
1,24,H-1,USA,H-1USA,4,54,216,HAND TUFTED,TUFTED 60C,DUDLEY [9012],BEIGE,REC
1,20,H-1,USA,H-1USA,2,88,176,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC
1,41,H-1,USA,H-1USA,2,88,176,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC
1,42,H-1,USA,H-1USA,2,88,176,HAND TUFTED,TUFTED 30C MS+VISC 2/16 5PLY,CASTILO [8974],CHARCOAL,REC
1,48,H-1,USA,H-1USA,2,88,176,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC
1,49,H-1,USA,H-1USA,2,88,176,HANDWOVEN,SHAGGY 0C FELTED,DENIM,DENIM,REC
1,50,H-1,USA,H-1USA,2,88,176,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,LAVA,REC
1,11,H-1,USA,H-1USA,2,71.25,142.5,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/IVORY,REC
1,10,H-1,USA,H-1USA,5,27,135,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC
1,13,H-1,USA,H-1USA,2,64,128,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/IVORY,ROUND
1,37,H-1,USA,H-1USA,2,64,128,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],RUST,ROUND
1,44,H-1,USA,H-1USA,2,60.0625,120.125,HAND TUFTED,TUFTED 60C+10C,O.T. [9499],INDIGO,ROUND
1,21,H-1,USA,H-1USA,3,38.5,115.5,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC
1,3,H-1,USA,H-1USA,2,54,108,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC
1,36,H-1,USA,H-1USA,2,54,108,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],RUST,REC
1,51,H-1,USA,H-1USA,2,49,98,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,LAVA,ROUND
1,38,H-1,USA,H-1USA,3,29.25,87.75,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],RUST,REC
1,47,H-1,USA,H-1USA,2,42,84,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC
1,9,H-1,USA,H-1USA,2,40,80,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC
1,43,H-1,USA,H-1USA,4,19.25,77,HAND TUFTED,TUFTED 60C+10C,O.T. [9499],INDIGO,REC
1,6,H-1,USA,H-1USA,2,36,72,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,ROUND
1,12,H-1,USA,H-1USA,2,36,72,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/IVORY,ROUND
1,39,H-1,USA,H-1USA,12,6,72,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC
1,32,H-1,USA,H-1USA,2,33.0625,66.125,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,ROUND
1,31,H-1,USA,H-1USA,3,16.875,50.625,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC
1,7,H-1,USA,H-1USA,2,24,48,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC
1,8,H-1,USA,H-1USA,8,6,48,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC
1,35,H-1,USA,H-1USA,2,22.5,45,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BROWN,REC
1,27,H-1,USA,H-1USA,7,6,42,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC
1,45,H-1,USA,H-1USA,2,20,40,HAND TUFTED,TUFTED 60C+10C,O.T. [9499],MUSHROOM,REC
1,16,H-1,USA,H-1USA,2,19.25,38.5,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BEIGE/SAGE,REC
1,40,H-1,USA,H-1USA,2,19.25,38.5,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC
1,46,H-1,USA,H-1USA,5,6,30,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC
1,18,H-1,USA,H-1USA,4,6,24,HAND TUFTED,TUFTED 60C,TIDES [8597],BLUE,REC
1,2,H-1,USA,H-1USA,2,9,18,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC
1,33,H-1,USA,H-1USA,3,6,18,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BLUE,REC
1,1,H-1,USA,H-1USA,2,6,12,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC
1,14,H-1,USA,H-1USA,2,6,12,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BLUE/BEIGE,REC
1,15,H-1,USA,H-1USA,2,6,12,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BEIGE/SAGE,REC
2,784,H-1,USA,H-1USA,9,88,792,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC
2,563,H-1,USA,H-1USA,8,88,704,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],CHARCOAL/PINK,REC
2,779,H-1,USA,H-1USA,7,88,616,DURRY,FLATWOVEN JUTE+COTTON,SPIRIT,BLUE,REC
2,791,H-1,USA,H-1USA,7,88,616,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC
2,564,H-1,USA,H-1USA,5,117,585,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],CHARCOAL/PINK,REC
2,780,H-1,USA,H-1USA,5,117,585,DURRY,FLATWOVEN JUTE+COTTON,SPIRIT,BLUE,REC
2,785,H-1,USA,H-1USA,4,134.0625,536.25,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC
2,571,H-1,USA,H-1USA,6,88,528,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],BLUE/GREEN,REC
2,783,H-1,USA,H-1USA,12,43.3125,519.75,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC
2,572,H-1,USA,H-1USA,4,117,468,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],BLUE/GREEN,REC
2,790,H-1,USA,H-1USA,10,43.3125,433.125,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC
2,792,H-1,USA,H-1USA,3,134.0625,402.1875,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC
2,562,H-1,USA,H-1USA,9,40,360,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],CHARCOAL/PINK,REC
2,778,H-1,USA,H-1USA,9,40,360,DURRY,FLATWOVEN JUTE+COTTON,SPIRIT,BLUE,REC
2,570,H-1,USA,H-1USA,7,40,280,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],BLUE/GREEN,REC
2,787,H-1,USA,H-1USA,4,60.0625,240.25,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,ROUND
2,574,H-1,USA,H-1USA,3,60.0625,180.1875,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],CHARCOAL/PINK,ROUND
2,794,H-1,USA,H-1USA,3,60.0625,180.1875,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,ROUND
2,561,H-1,USA,H-1USA,7,24,168,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],CHARCOAL/PINK,REC
2,782,H-1,USA,H-1USA,8,19.25,154,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC
2,569,H-1,USA,H-1USA,6,24,144,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],BLUE/GREEN,REC
2,781,H-1,USA,H-1USA,16,8.4375,135,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC
2,573,H-1,USA,H-1USA,2,60.0625,120.125,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],BLUE/GREEN,ROUND
2,786,H-1,USA,H-1USA,6,20,120,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC
2,566,H-1,USA,H-1USA,7,16.875,118.125,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],BLUE/GREEN,REC
2,789,H-1,USA,H-1USA,6,19.25,115.5,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC
2,788,H-1,USA,H-1USA,13,8.4375,109.6875,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC
2,793,H-1,USA,H-1USA,5,20,100,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC
2,565,H-1,USA,H-1USA,5,16.875,84.375,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],CHARCOAL/PINK,REC
2,560,H-1,USA,H-1USA,14,6,84,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],CHARCOAL/PINK,REC
2,576,H-1,USA,H-1USA,13,6,78,DURRY,FLATWOVEN JUTE+COTTON,SPIRIT,BLUE,REC
2,568,H-1,USA,H-1USA,11,6,66,HAND TUFTED,TUFTED 60C 0 PILE,EUCLID [9590],BLUE/GREEN,REC
3,1167,C-1,USA,C-1USA,1,62.5,62.5,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],ANTIQUE/IVORY,REC
3,2674,C-1,USA,C-1USA,1,40,40,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],GREY/IVORY,REC
4,5,H-1,USA,H-1USA,16,128.25,2052,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,REC
4,34,H-1,USA,H-1USA,21,71.25,1496.25,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BROWN,REC
4,1763,H-1,USA,H-1USA,8,90.75,726,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,REC
4,50,H-1,USA,H-1USA,4,88,352,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,LAVA,REC
4,4,H-1,USA,H-1USA,4,71.25,285,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC
4,3,H-1,USA,H-1USA,5,54,270,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC
4,48,H-1,USA,H-1USA,3,88,264,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC
4,138,H-1,USA,H-1USA,3,80,240,-,HANDWOVEN 8C FELTED W/V+V/V,CHUNKY BRAID,SILVER,REC
4,1764,H-1,USA,H-1USA,3,71.25,213.75,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/BLUE,REC
4,42,H-1,USA,H-1USA,2,88,176,HAND TUFTED,TUFTED 30C MS+VISC 2/16 5PLY,CASTILO [8974],CHARCOAL,REC
4,40,H-1,USA,H-1USA,9,19.25,173.25,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC
4,1754,H-1,USA,H-1USA,3,54,162,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC
4,21,H-1,USA,H-1USA,4,38.5,154,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC
4,1762,H-1,USA,H-1USA,10,15,150,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,REC
4,6,H-1,USA,H-1USA,4,36,144,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],GREEN/IVORY,ROUND
4,1758,H-1,USA,H-1USA,1,134.0625,134.0625,HAND TUFTED,TUFTED 30C MS+VISC 2/16 5PLY,CASTILO [8974],CHARCOAL,REC
4,1761,H-1,USA,H-1USA,5,24,120,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC
4,19,H-1,USA,H-1USA,9,11.25,101.25,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC
4,51,H-1,USA,H-1USA,2,49,98,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,LAVA,ROUND
4,1750,H-1,USA,H-1USA,5,19.25,96.25,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BLACK/BEIGE,REC
4,1751,H-1,USA,H-1USA,5,19.25,96.25,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BLUE/BEIGE,REC
4,1759,H-1,USA,H-1USA,5,19.25,96.25,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC
4,1752,H-1,USA,H-1USA,2,43.3125,86.625,HAND TUFTED,TUFTED 60C,CHAMBERLAIN [SWR-104],BLACK,REC
4,47,H-1,USA,H-1USA,2,42,84,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,BOMBAY PRINT [8593],MULTI,REC
4,1756,H-1,USA,H-1USA,4,20,80,HAND TUFTED,TUFTED 60C,SYMPHONY [8900],SAGE/GREEN,REC
4,24,H-1,USA,H-1USA,1,54,54,HAND TUFTED,TUFTED 60C,DUDLEY [9012],BEIGE,REC
4,363,H-1,USA,H-1USA,2,24,48,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],RUST,REC
4,1753,H-1,USA,H-1USA,2,24,48,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC
4,1749,H-1,USA,H-1USA,2,22.5,45,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BLACK/BEIGE,REC
4,14,H-1,USA,H-1USA,7,6,42,HAND TUFTED,TUFTED 60C,WEMBLY [CC-206],BLUE/BEIGE,REC
4,1757,H-1,USA,H-1USA,2,19.25,38.5,HAND TUFTED,TUFTED 30C MS+VISC 2/16 5PLY,CASTILO [8974],CHARCOAL,REC
4,1760,H-1,USA,H-1USA,2,18,36,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],BEIGE,REC
4,27,H-1,USA,H-1USA,3,6,18,HAND TUFTED,TUFTED 60C,DUDLEY [9012],NAVY/BEIGE,REC
4,1765,H-1,USA,H-1USA,2,9,18,HAND TUFTED,TUFTED 30C HARD TWIST,OLD LONDON [3715],TERRA/IVORY,REC
4,1755,H-1,USA,H-1USA,2,6,12,HAND TUFTED,TUFTED 60C,GOVERNOR [9014],BROWN,REC
5,1771,C-1,USA,C-1USA,10,108,1080,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9436],IVORY/BLUE,REC
5,1769,C-1,USA,C-1USA,8,108,864,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
5,1768,C-1,USA,C-1USA,8,80,640,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
5,773,C-1,USA,C-1USA,14,40,560,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
5,1767,C-1,USA,C-1USA,4,108,432,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9423],BROWN/CREAM,REC
5,772,C-1,USA,C-1USA,8,40,320,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9423],BROWN/CREAM,REC
5,1770,C-1,USA,C-1USA,4,80,320,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9436],IVORY/BLUE,REC
5,774,C-1,USA,C-1USA,6,40,240,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9436],IVORY/BLUE,REC
6,1776,C-1,USA,C-1USA,1,9.5,9.5,HAND TUFTED,TUFTED 60C,REGAL [24134],BLACK/BEIGE,REC
7,1792,T-2,ITALY,T-2ITALY,10,6,60,HAND TUFTED,TUFTED 60C,DOMINO,100 MULTI,REC
7,1695,T-2,ITALY,T-2ITALY,10,2.25,22.5,HAND TUFTED,TUFTED 60C,RAJMAHAL [9054],100 MULTI,ROUND
7,1703,T-2,ITALY,T-2ITALY,10,1.8,18,HAND TUFTED,TUFTED 60C,RODELAS [9054],100 MULTI,REC
8,1936,T-2,ITALY,T-2ITALY,3,4.08,12.24,GUN TUFTED,GUN TUFTED 60C 2PLY+10C,MASET,156 ROSSO  MULTI,REC
8,1896,T-2,ITALY,T-2ITALY,10,1.2,12,HAND TUFTED,TUFTED 60C SEMI WORSTED,OLINDINA [8769],156 ROSSO  MULTI,REC
8,1946,T-2,ITALY,T-2ITALY,1,3.91,3.91,HAND TUFTED,TUFTED 60C,DOMINO,100 MULTI,REC
9,1792,T-2,ITALY,T-2ITALY,20,6,120,HAND TUFTED,TUFTED 60C,DOMINO,100 MULTI,REC
9,1806,T-2,ITALY,T-2ITALY,10,6,60,HAND TUFTED,TUFTED 60C,PATCH-LUANDA,100 MULTI,REC
9,1947,T-2,ITALY,T-2ITALY,5,6,30,HAND TUFTED,TUFTED 60C SEMI WORSTED,ORIENTE [8765],156 ROSSO  MULTI,REC
9,1914,T-2,ITALY,T-2ITALY,10,2.25,22.5,HAND TUFTED,TUFTED 60C SEMI WORSTED,OROBO [8760],160 NERO MULTI,ROUND
10,1836,T-2,ITALY,T-2ITALY,5,2.25,11.25,HAND TUFTED,TUFTED 60C,SATURNIA [9369],159 ARANCIO MULTI,ROUND
11,1807,T-2,ITALY,T-2ITALY,1,12,12,HAND TUFTED,TUFTED 60C,PATCH-LUANDA,100 MULTI,REC
11,1896,T-2,ITALY,T-2ITALY,10,1.2,12,HAND TUFTED,TUFTED 60C SEMI WORSTED,OLINDINA [8769],156 ROSSO  MULTI,REC
11,1797,T-2,ITALY,T-2ITALY,5,1.44,7.2,HAND TUFTED,TUFTED 60C,LUANDA,140 ORO MULTI,ROUND
11,1828,T-2,ITALY,T-2ITALY,5,1,5,HAND TUFTED,TUFTED 60C,REVERE [9054],100 MULTI,ROUND
12,2266,C-1,USA,C-1USA,1,56,56,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC
13,2268,C-1,USA,C-1USA,1,20,20,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10848],GOLD/GOLD,REC
14,2267,C-1,USA,C-1USA,1,20.25,20.25,HAND TUFTED,TUFTED 60C,REGAL [E-2792],BEIGE/BROWN,ROUND
15,2270,T-2,ITALY,T-2ITALY,3,4.84,14.52,HAND TUFTED,TUFTED 60C,LUANDA,159 ARANCIO MULTI,ROUND
15,2269,T-2,ITALY,T-2ITALY,3,4.08,12.24,INDO-TIBBETAN,INDO-TIBBETAN 10/40 SEMI WORSTED,SAGUARO [9370],174 PETROLIO MULTI,REC
16,2195,P-5,USA,P-5USA,10,140,1400,DURRY,FLATWOVEN JUTE,HAZE,DENIM,REC
16,2194,P-5,USA,P-5USA,10,80,800,DURRY,FLATWOVEN JUTE,HAZE,DENIM,REC
16,2193,P-5,USA,P-5USA,10,40,400,DURRY,FLATWOVEN JUTE,HAZE,DENIM,REC
16,2196,P-5,USA,P-5USA,15,15,225,DURRY,FLATWOVEN JUTE,HAZE,DENIM,REC
16,2191,P-5,USA,P-5USA,10,20,200,DURRY,FLATWOVEN JUTE,HAZE,DENIM,REC
16,2192,P-5,USA,P-5USA,23,6,138,DURRY,FLATWOVEN JUTE,HAZE,DENIM,REC
17,2274,P-5,USA,P-5USA,15,80,1200,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
17,2275,P-5,USA,P-5USA,8,140,1120,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
17,2276,P-5,USA,P-5USA,30,15,450,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
17,2273,P-5,USA,P-5USA,10,40,400,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
17,2272,P-5,USA,P-5USA,38,6,228,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
17,2271,P-5,USA,P-5USA,8,20,160,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
17,2277,P-5,USA,P-5USA,50,3,150,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
18,2253,P-5,USA,P-5USA,128,6,768,DURRY,FLATWOVEN SEAGRASS+COTTON,LA-PALMA,NATURAL,REC
18,2257,P-5,USA,P-5USA,5,140,700,DURRY,FLATWOVEN SEAGRASS+COTTON,LA-PALMA,NATURAL,REC
18,2255,P-5,USA,P-5USA,10,40,400,DURRY,FLATWOVEN SEAGRASS+COTTON,LA-PALMA,NATURAL,REC
18,2254,P-5,USA,P-5USA,15,15,225,DURRY,FLATWOVEN SEAGRASS+COTTON,LA-PALMA,NATURAL,REC
19,2244,P-5,USA,P-5USA,33,140,4620,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,FOG/CREAM,REC
19,2242,P-5,USA,P-5USA,40,40,1600,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,FOG/CREAM,REC
19,2243,P-5,USA,P-5USA,19,80,1520,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,FOG/CREAM,REC
19,2238,P-5,USA,P-5USA,300,3,900,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,FOG/CREAM,REC
19,2241,P-5,USA,P-5USA,38,15,570,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,FOG/CREAM,REC
19,2240,P-5,USA,P-5USA,75,6,450,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,FOG/CREAM,REC
19,2239,P-5,USA,P-5USA,20,20,400,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,FOG/CREAM,REC
20,2236,P-5,USA,P-5USA,33,140,4620,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
20,2234,P-5,USA,P-5USA,40,40,1600,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
20,2235,P-5,USA,P-5USA,19,80,1520,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
20,2231,P-5,USA,P-5USA,300,3,900,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
20,2237,P-5,USA,P-5USA,38,15,570,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
20,2233,P-5,USA,P-5USA,75,6,450,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
20,2232,P-5,USA,P-5USA,20,20,400,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
21,2279,JL,UK,JLUK,30,4.08,122.4,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
21,2280,JL,UK,JLUK,25,2.16,54,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
21,2278,JL,UK,JLUK,8,6,48,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
21,2276,JL,UK,JLUK,22,1.35,29.7,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
21,2281,JL,UK,JLUK,12,0.81,9.72,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,ROUND
22,2285,JL,UK,JLUK,25,4.08,102,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC
22,2283,JL,UK,JLUK,20,4.08,81.6,HAND TUFTED,TUFTED 60C+10C,SANTANA [9386],RED,REC
22,2284,JL,UK,JLUK,30,2.16,64.8,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC
22,2282,JL,UK,JLUK,20,2.16,43.2,HAND TUFTED,TUFTED 60C+10C,SANTANA [9386],RED,REC
23,2287,JL,UK,JLUK,25,4.08,102,DOUBLE BACK,D.B. VISCOSE 2/16 5PLY,ZIGZAG,SILVER,REC
23,2286,JL,UK,JLUK,21,2.16,45.36,DOUBLE BACK,D.B. VISCOSE 2/16 5PLY,ZIGZAG,SILVER,REC
24,2289,JL,UK,JLUK,35,4.08,142.8,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,GEO-1 [9477],GREEN,REC
24,2288,JL,UK,JLUK,20,2.16,43.2,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,GEO-1 [9477],GREEN,REC
25,1767,C-1,USA,C-1USA,24,108,2592,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9423],BROWN/CREAM,REC
25,1769,C-1,USA,C-1USA,20,108,2160,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
25,1766,C-1,USA,C-1USA,24,80,1920,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9423],BROWN/CREAM,REC
25,1768,C-1,USA,C-1USA,20,80,1600,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
25,773,C-1,USA,C-1USA,30,40,1200,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
25,772,C-1,USA,C-1USA,24,40,960,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9423],BROWN/CREAM,REC
26,2290,P-4,USA,P-4USA,39,40,1560,HAND TUFTED,TUFTED 60C,TRADITIONAL [9429],BLUE,REC
26,2291,P-4,USA,P-4USA,5,80,400,HAND TUFTED,TUFTED 60C,TRADITIONAL [9429],BLUE,REC
27,2292,DR,AUSTRALIA,DRAUSTRALIA,1,5.8,5.8,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,BLACK,REC
28,2302,DR,AUSTRALIA,DRAUSTRALIA,3,8.16,24.48,JACQUARD,JACQUARD 60C 2PLY+VISCOSE 8PLY,CHEVRON,SILVER,REC
