OrderiD,Item_Id,CustomerCode,CountryName,customer_country,QtyRequired,TotalArea,Amount,ITEM_NAME,QualityName,DesignName,ColorName,ShapeName
3345,8632,JL,UK,JLUK,5,4.08,402.9,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC
3347,2284,JL,UK,JLUK,10,2.16,507.6,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC
3348,8268,JL,UK,JLUK,10,3.68,1361.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,OYESTER,REC
3348,18033,JL,UK,JLUK,5,5.6,1036,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,OYESTER,REC
3348,18034,JL,UK,JLUK,5,5.6,1036,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,TEAL,REC
3348,4321,JL,UK,JLUK,5,3.68,680.8,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC
3348,8269,JL,UK,JLUK,5,3.68,680.8,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,TEAL,REC
3348,8273,JL,UK,JLUK,5,2.16,399.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC
3348,8275,JL,UK,JLUK,5,2.16,399.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PINK,REC
3348,8272,JL,UK,JLUK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC
3348,8276,JL,UK,JLUK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,PINK,REC
3350,18101,JL,UK,JLUK,20,4.08,1632,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC
3350,18103,JL,UK,JLUK,10,2.16,432,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC
3350,18102,JL,UK,JLUK,5,4.08,408,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC
3350,18100,JL,UK,JLUK,5,2.16,216,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC
3350,18104,JL,UK,JLUK,5,1.68,168,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC
3351,2278,JL,UK,JLUK,5,6,1131,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
3351,2280,JL,UK,JLUK,10,2.16,814.3,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
3351,2276,JL,UK,JLUK,5,1.35,254.5,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
3352,11285,JL,UK,JLUK,10,4.08,1530,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC
3352,3720,JL,UK,JLUK,5,4.08,765,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,CHARCOAL,REC
3352,3719,JL,UK,JLUK,5,2.16,405,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,CHARCOAL,REC
3353,22297,JL,UK,JLUK,8,4.08,1403.52,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC
3353,22296,JL,UK,JLUK,15,2.16,1393.2,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC
3354,18099,JL,UK,JLUK,10,2.16,777.6,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC
3354,18098,JL,UK,JLUK,5,4.08,734.4,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC
3355,11284,JL,UK,JLUK,10,2.16,810,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC
3356,3026,JL,UK,JLUK,25,1.35,649.75,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3356,3025,JL,UK,JLUK,15,2.16,623.7,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3356,3023,JL,UK,JLUK,15,1.68,485.1,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3356,3024,JL,UK,JLUK,5,4.08,392.7,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3356,3027,JL,UK,JLUK,20,0.72,277.2,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3357,8735,JL,UK,JLUK,20,2.16,1015.2,HAND TUFTED,TUFTED 60C+10C,CASMANDA,YELLOW,REC
3357,8736,JL,UK,JLUK,5,4.08,479.4,HAND TUFTED,TUFTED 60C+10C,CASMANDA,YELLOW,REC
3358,2284,JL,UK,JLUK,15,2.16,761.4,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC
3359,8632,JL,UK,JLUK,10,4.08,805.8,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC
3359,8631,JL,UK,JLUK,12,2.16,511.92,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC
3360,3023,JL,UK,JLUK,15,1.68,485.1,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3360,3025,JL,UK,JLUK,10,2.16,415.8,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3360,3024,JL,UK,JLUK,5,4.08,392.7,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3360,3027,JL,UK,JLUK,20,0.72,277.2,DURRY,FLATWOVEN 60C,MODASA,BLUE/WHITE,REC
3361,8632,JL,UK,JLUK,10,4.08,805.8,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC
3361,8631,JL,UK,JLUK,10,2.16,426.6,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC
3362,2284,JL,UK,JLUK,15,2.16,761.4,HAND TUFTED,TUFTED 60C+10C,CADIZ [9433],BLUE,REC
3363,8268,JL,UK,JLUK,10,3.68,1361.6,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,OYESTER,REC
3363,8273,JL,UK,JLUK,10,2.16,799.2,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC
3363,4321,JL,UK,JLUK,5,3.68,680.8,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC
3363,8271,JL,UK,JLUK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,TEAL,REC
3363,8272,JL,UK,JLUK,5,1.35,249.75,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,PLAIN,SILVER,REC
3365,2280,JL,UK,JLUK,10,2.16,814.3,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
3365,2276,JL,UK,JLUK,5,1.35,254.5,HANDWOVEN,SHAGGY 0C FELTED,PP-45,MULTI,REC
3366,22297,JL,UK,JLUK,8,4.08,1403.52,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC
3366,22296,JL,UK,JLUK,10,2.16,928.8,KNOTTED,KNOTTED 3/12 NZ+VISCOSE,10051 [ATLAS],IVORY,REC
3367,18098,JL,UK,JLUK,5,4.08,734.4,JACQUARD,JACQUARD VISCOSE 8PLY,JAC-81,TEAL,REC
3368,2165,P-5,USA,P-5USA,4,40,0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,MASINISSA [TRIBAL],NATURAL G-1/G-2,REC
3371,18101,JL,UK,JLUK,15,4.08,1224,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC
3371,18102,JL,UK,JLUK,5,4.08,408,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC
3371,18100,JL,UK,JLUK,5,2.16,216,HANDWOVEN,SHAGGY 60C,10028,WHITE/GREY,REC
3371,18103,JL,UK,JLUK,5,2.16,216,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC
3371,18104,JL,UK,JLUK,5,1.68,168,HANDWOVEN,SHAGGY 60C,10028,WHITE/NAVY,REC
3373,8631,JL,UK,JLUK,30,2.16,1279.8,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC
3373,8632,JL,UK,JLUK,5,4.08,402.9,DURRY,FLATWOVEN 60C 2PLY,JAC-5 [9670],ORANGE,REC
3375,7618,A-9,USA,A-9USA,7,80,1260,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC
3375,17193,A-9,USA,A-9USA,4,140,1204,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC
3375,17194,A-9,USA,A-9USA,3,180,1161,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC
3376,17193,A-9,USA,A-9USA,2,140,602,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC
3376,7618,A-9,USA,A-9USA,3,80,540,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC
3376,17194,A-9,USA,A-9USA,1,180,387,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC
3377,17187,A-9,USA,A-9USA,7,40,602,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC
3377,17189,A-9,USA,A-9USA,18,15,580.5,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC
3377,17188,A-9,USA,A-9USA,11,22.5,532.18,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC
3377,17190,A-9,USA,A-9USA,3,6,38.7,HANDWOVEN,SHAGGY 60C+100C JUTE,9716,MAUVE,REC
3378,7617,A-9,USA,A-9USA,14,40,1260,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC
3378,17196,A-9,USA,A-9USA,7,40,1008,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC
3378,17198,A-9,USA,A-9USA,14,15,756,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC
3378,17199,A-9,USA,A-9USA,21,6,453.6,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC
3378,7614,A-9,USA,A-9USA,11,15,371.25,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC
3379,7617,A-9,USA,A-9USA,6,40,540,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC
3379,17196,A-9,USA,A-9USA,3,40,432,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC
3379,17198,A-9,USA,A-9USA,6,15,324,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC
3379,17199,A-9,USA,A-9USA,9,6,194.4,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC
3379,7614,A-9,USA,A-9USA,4,15,135,DURRY,FLATWOVEN 60C+LUREX,L.SHAG [9586],NATURAL,REC
3380,17203,A-9,USA,A-9USA,2,180,1296,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9952,LILAC,REC
3381,3539,A-9,USA,A-9USA,15,40,1140,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC
3381,3541,A-9,USA,A-9USA,24,15,684,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC
3381,3542,A-9,USA,A-9USA,24,6,273.6,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC
3382,3539,A-9,USA,A-9USA,35,40,2660,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC
3382,3541,A-9,USA,A-9USA,56,15,1596,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC
3382,3542,A-9,USA,A-9USA,56,6,638.4,HAND TUFTED,TUFTED 60C 0 PILE,BEA RUG,APRICOT,REC
3383,17223,A-9,USA,A-9USA,13,40,2080,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC
3383,17225,A-9,USA,A-9USA,24,15,1440,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC
3383,17226,A-9,USA,A-9USA,28,6,672,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC
3384,17223,A-9,USA,A-9USA,32,40,5120,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC
3384,17225,A-9,USA,A-9USA,56,15,3360,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC
3384,17226,A-9,USA,A-9USA,67,6,1608,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC
3385,17227,A-9,USA,A-9USA,10,80,3200,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC
3385,17228,A-9,USA,A-9USA,4,108,1728,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,9936,NAVY,REC
3386,3293,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,SCALLOP,W.WHITE,REC
3387,3288,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,SCALLOP,PETAL,REC
3388,1078,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,GREY/IVORY,REC
3388,1086,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,WHITE/IVORY,REC
3388,1090,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,DOVE,REC
3388,1098,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,ALIYA TRELLIS,W.WHITE,REC
3388,1102,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,DOVE,REC
3388,3273,M-1,USA,M-1USA,25,1.5,0,GUN TUFTED,GUN TUFTED 60C ALL LOOP,DORSET TRELLIS,DOVE,REC
3388,4965,M-1,USA,M-1USA,25,1.5,0,HANDLOOM,HANDLOOM 60C+VISC 2/16 5PLY,SHEA SHADOW STRIPE,DOVE,REC
3388,9480,M-1,USA,M-1USA,25,1.5,0,HANDLOOM,HANDLOOM 60C+VISC 2/16 5PLY,SHEA SHADOW STRIPE,PETAL,REC
3389,20539,M-1,USA,M-1USA,50,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,PETAL/IVORY,REC
3390,2533,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,TAUPE/IVORY,REC
3390,3159,M-1,USA,M-1USA,25,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AVILA,GREY/IVORY,REC
3391,2528,M-1,USA,M-1USA,14,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,DUSTY ROSE,REC
3392,1418,M-1,USA,M-1USA,2,140,0,KNOTTED,KNOTTED 3/25 30C HS,MOROCCAN ZIGZAG,GREY,REC
3392,9480,M-1,USA,M-1USA,75,1.5,0,HANDLOOM,HANDLOOM 60C+VISC 2/16 5PLY,SHEA SHADOW STRIPE,PETAL,REC
3393,1110,M-1,USA,M-1USA,75,1.5,0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,FLEUR TRELLIS,PETAL,REC
3394,8104,T-2,ITALY,T-2ITALY,5,4.08,1035.3,HANDWOVEN,SHAGGY 30C,VEUIL TAPPETO,100 MULTI,REC
3394,1822,T-2,ITALY,T-2ITALY,5,1,355.25,HAND TUFTED,TUFTED 60C,RESENDE [9054],100 MULTI,ROUND
3397,4078,P-5,USA,P-5USA,3,24,0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,MASINISSA [TRIBAL],NATURAL G-1/G-2,REC
3397,4079,P-5,USA,P-5USA,3,54,0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,MASINISSA [TRIBAL],NATURAL G-1/G-2,REC
3397,7928,P-5,USA,P-5USA,1,64,0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,CITRA [TIKKI],G-1/GRAPHITE,ROUND
3403,26404,PD,BELGIUM,PDBELGIUM,1,8.58,429,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,GREY,REC
3422,11285,JL,UK,JLUK,10,4.08,1530,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC
3422,11284,JL,UK,JLUK,10,2.16,810,HANDWOVEN,SHAGGY 00C FELTED V/V,TEXTURE LOOP,IVORY-JL,REC
3424,2235,P-5,USA,P-5USA,22,80,6160,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
3424,2236,P-5,USA,P-5USA,12,140,5880,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
3424,2232,P-5,USA,P-5USA,20,20,1400,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
3424,2231,P-5,USA,P-5USA,100,3,1050,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
3425,2233,P-5,USA,P-5USA,3,6,63,DOUBLE BACK,D.B. 60C 2PLY+LEFA VISCOSE,HOMER,AZURE/WHITE,REC
3426,2042,T-2,ITALY,T-2ITALY,10,6,3240,HANDLOOM,HANDLOOM 60C+VISC 2/16 5PLY,ROCK FORD [9088],156 ROSSO  MULTI,REC
3426,9345,T-2,ITALY,T-2ITALY,5,6,2340,DOUBLE BACK,D.B. LILEN 2/8+VISCOSE 5PLY,CHEVRON,4030,REC
3426,6917,T-2,ITALY,T-2ITALY,5,3.24,1221.5,HAND TUFTED,TUFTED 60C,VIGEVANO TAPPETO,100 MULTI,ROUND
3426,1896,T-2,ITALY,T-2ITALY,10,1.2,980,HAND TUFTED,TUFTED 60C SEMI WORSTED,OLINDINA [8769],156 ROSSO  MULTI,REC
3426,2661,T-2,ITALY,T-2ITALY,5,0.81,328.9,HAND TUFTED,TUFTED 60C SEMI WORSTED,OROS [8761],156 ROSSO  MULTI,ROUND
3449,26548,A-11,USA,A-11USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,BEIGE/15-1116,REC
3449,26549,A-11,USA,A-11USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,DK GREY/19-0000,REC
3449,26550,A-11,USA,A-11USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,LT TURQUOISE/15-4706,REC
3449,26551,A-11,USA,A-11USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,MID GREY/18-5204,REC
3449,26552,A-11,USA,A-11USA,2,0.36,2,HANDLOOM,HANDLOOM TENCIL VISC/2-20/6PLY,PLAIN,OLIVE GREEN/18-0825,REC
3452,26507,C-1,USA,C-1USA,1,56.25,356.0625,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [749],BURGANDY/BURGANDY,SQUARE
3453,26466,C-1,USA,C-1USA,1,16,60.48,HAND TUFTED,TUFTED 60C,VELVET [8392],BLACK/BEIGE,ROUND
3453,26465,C-1,USA,C-1USA,1,10,37.8,HAND TUFTED,TUFTED 60C,VELVET [8392],BLACK/BEIGE,REC
3454,26477,C-1,USA,C-1USA,1,60,336,KNOTTED,KNOTTED 3/25 30C MS,KASBAH NOMAD,CREAM,REC
3455,1005,C-1,USA,C-1USA,8,88,2816,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC
3455,3061,C-1,USA,C-1USA,3,88,1092.96,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,MULTI,REC
3455,1007,C-1,USA,C-1USA,6,40,960,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC
3455,1004,C-1,USA,C-1USA,3,63,756,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC
3455,3058,C-1,USA,C-1USA,2,88,728.64,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC
3455,52,C-1,USA,C-1USA,4,40,662.4,HANDWOVEN,SHAGGY 0C FELTED,45 MULTI,MULTI,REC
3455,2677,C-1,USA,C-1USA,3,40,496.8,HANDWOVEN,SHAGGY 0C FELTED,FNR-5,MULTI,REC
3455,8232,C-1,USA,C-1USA,5,15,300,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC
3456,2580,C-1,USA,C-1USA,4,88,932.8,HAND TUFTED,TUFTED 60C,REGAL [7681],IVORY/BLUE,REC
3456,909,C-1,USA,C-1USA,5,63,834.75,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC
3456,911,C-1,USA,C-1USA,2,133,704.9,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC
3456,813,C-1,USA,C-1USA,3,88,699.6,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC
3456,918,C-1,USA,C-1USA,3,88,699.6,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC
3456,814,C-1,USA,C-1USA,4,63,667.8,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC
3456,2579,C-1,USA,C-1USA,3,63,500.85,HAND TUFTED,TUFTED 60C,REGAL [7681],IVORY/BLUE,REC
3456,3954,C-1,USA,C-1USA,3,63,500.85,HAND TUFTED,TUFTED 60C,GREAT PLAIN [9681],MULTI,REC
3456,917,C-1,USA,C-1USA,2,63,333.9,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC
3456,599,C-1,USA,C-1USA,3,40,318,HAND TUFTED,TUFTED 60C,GREAT PLAIN [9681],MULTI,REC
3456,2948,C-1,USA,C-1USA,6,15,238.5,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC
3456,598,C-1,USA,C-1USA,5,15,198.75,HAND TUFTED,TUFTED 60C,GREAT PLAIN [9681],MULTI,REC
3456,2575,C-1,USA,C-1USA,2,20.25,107.325,HAND TUFTED,TUFTED 60C,REGAL [7681],IVORY/BLUE,REC
3456,2576,C-1,USA,C-1USA,4,6,63.6,HAND TUFTED,TUFTED 60C,REGAL [7681],IVORY/BLUE,REC
3457,13126,RC,AUSTRALIA,RCAUSTRALIA,1,62.5417,0,HAND TUFTED,TUFTED VISCOSE 2/16 5PLY,BOMBAY PRINT [9226],BLACK/PINK,REC
3457,13141,RC,AUSTRALIA,RCAUSTRALIA,5,93.2361,0,HAND TUFTED,TUFTED VISCOSE 2/16 5PLY,BOMBAY PRINT [9226],BLACK/PINK,REC
3458,755,C-1,USA,C-1USA,6,108,1347.84,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],BLUE/IVORY,REC
3458,723,C-1,USA,C-1USA,5,108,1123.2,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],RED/IVORY,REC
3458,763,C-1,USA,C-1USA,5,108,1123.2,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],NAVY/BEIGE,REC
3458,1768,C-1,USA,C-1USA,6,80,1008,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
3458,746,C-1,USA,C-1USA,5,88,915.2,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],BLACK/IVORY,REC
3458,1769,C-1,USA,C-1USA,4,108,907.2,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
3458,1771,C-1,USA,C-1USA,4,108,907.2,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9436],IVORY/BLUE,REC
3458,715,C-1,USA,C-1USA,4,108,898.56,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],ANTIQUE/IVORY,REC
3458,730,C-1,USA,C-1USA,4,88,732.16,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],GREY/IVORY,REC
3458,713,C-1,USA,C-1USA,5,63,655.2,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],ANTIQUE/IVORY,REC
3458,721,C-1,USA,C-1USA,5,63,655.2,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],RED/IVORY,REC
3458,716,C-1,USA,C-1USA,2,140,582.4,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],ANTIQUE/IVORY,REC
3458,724,C-1,USA,C-1USA,2,140,582.4,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],RED/IVORY,REC
3458,756,C-1,USA,C-1USA,2,140,582.4,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],BLUE/IVORY,REC
3458,762,C-1,USA,C-1USA,3,88,549.12,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],NAVY/BEIGE,REC
3458,745,C-1,USA,C-1USA,4,63,524.16,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],BLACK/IVORY,REC
3458,1770,C-1,USA,C-1USA,3,80,504,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9436],IVORY/BLUE,REC
3458,773,C-1,USA,C-1USA,5,40,420,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9433],BLUE/IVORY,REC
3458,729,C-1,USA,C-1USA,3,63,393.12,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],GREY/IVORY,REC
3458,722,C-1,USA,C-1USA,2,88,366.08,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],RED/IVORY,REC
3458,720,C-1,USA,C-1USA,4,40,332.8,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],RED/IVORY,REC
3458,760,C-1,USA,C-1USA,4,40,332.8,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],NAVY/BEIGE,REC
3458,761,C-1,USA,C-1USA,2,63,262.08,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],NAVY/BEIGE,REC
3458,711,C-1,USA,C-1USA,5,24,249.6,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],ANTIQUE/IVORY,REC
3458,743,C-1,USA,C-1USA,5,24,249.6,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],BLACK/IVORY,REC
3458,751,C-1,USA,C-1USA,5,24,249.6,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],BLUE/IVORY,REC
3458,719,C-1,USA,C-1USA,4,24,199.68,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],RED/IVORY,REC
3458,774,C-1,USA,C-1USA,2,40,168,HAND TUFTED,TUFTED 60C+10C,CALLISTA [9436],IVORY/BLUE,REC
3458,710,C-1,USA,C-1USA,5,16,166.4,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],ANTIQUE/IVORY,REC
3458,718,C-1,USA,C-1USA,5,16,166.4,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],RED/IVORY,REC
3458,742,C-1,USA,C-1USA,4,16,133.12,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],BLACK/IVORY,REC
3458,758,C-1,USA,C-1USA,4,16,133.12,HAND TUFTED,TUFTED 60C,ELOQ GARDEN [8517],NAVY/BEIGE,REC
